Job Title,Job Link,Company,Location,Salary,Rating
Data Scientist,https://in.indeed.com/rc/clk?jk=9f72bf6aba55d5b5&bb=Dmds5dErN6GWnJrE9MQ4yercDj4jiiCc9zbY5h3TQ3Ir-lyxPVzIAUqo3FcEnk9gaELDC7yt79Z4_i9d-DiUROnj3CUsmQNQwUT5dVWs4LX5H4rVaaxAuiqPqp1xM748&xkcb=SoBp67M30uRTWRyNrB0CbzkdCdPP&fccid=c262cb8792c0a6e1&vjs=3,Datamatics Financial Services,india,Not Disclosed,Not Rated
Senior Product Owner,https://in.indeed.com/rc/clk?jk=461c01428cf349c2&bb=Dmds5dErN6GWnJrE9MQ4yYImYI_-8xPfzWc0MJ-11QbxZ1YWG1R38hDipztPO3Mynp2YnQ8VdtCn2b1ARKHEOrx46-eyOFCb8LoYWkPZ_hK74vecDAjiJFuFXLGH0YNU&xkcb=SoD067M30uRTWRyNrB0BbzkdCdPP&fccid=f5a8e2e808c3b88a&vjs=3,Norstella,india,Not Disclosed,Not Rated
CRM Analyst,https://in.indeed.com/rc/clk?jk=c26871fb9dc3c7d6&bb=Dmds5dErN6GWnJrE9MQ4yVG9gYkw1psw4Zr8Cg2_O03rkCm2hxz3m2opeHpcaMhujemBwZaMauICVhKufVMsl_eiZqRPlBJqPgp4ZP_yugTwfgOJzxih87oM4GZzdiZ-&xkcb=SoBA67M30uRTWRyNrB0AbzkdCdPP&fccid=6b9db9eca92347b6&vjs=3,Pall Corporation,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=599f1c2cd378dbb8&bb=Dmds5dErN6GWnJrE9MQ4yQiyEq6XvaYgCV7ibW2rKe-hV8UXO5euG-LOXFJ0k2W3rxezulmNFSlULec-AVKqEOhuv7H91kbhnGYvQcPtlrCyFcNV2P61Hlv6RDET6Vqv&xkcb=SoDO67M30uRTWRyNrB0HbzkdCdPP&fccid=221d5c4875132988&vjs=3,MOL Information Technology,india,Not Disclosed,Not Rated
Lab Assistant,https://in.indeed.com/rc/clk?jk=4922c47199c68a24&bb=Dmds5dErN6GWnJrE9MQ4yX7IJiuc-rkC9ijhYOjv9NARSfg9_67t3XkHVZK50Xz0RSwOiTFuuZRRDc7VRNGEAkV9n-f-BssXut3pdqMHsUFizISVvhm3MfpRNaThm6N4&xkcb=SoB667M30uRTWRyNrB0GbzkdCdPP&fccid=bb3c256a64012a0d&vjs=3,J.K.K.Nattraja Educational Institutions,india,Not Disclosed,Not Rated
Real Estate Data and Analytics Specialist,https://in.indeed.com/rc/clk?jk=6417b68b66731f2a&bb=Dmds5dErN6GWnJrE9MQ4yc3psIjylMHWVFWB8P51I7gQ8clURgv0G-qzjSStQds0L4NkTPPVLvC3IqOUeq4rKdTCnmOgRgzvNHYOmiayqnTHY5GsoYrrbA%3D%3D&xkcb=SoDn67M30uRTWRyNrB0FbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,india,Not Disclosed,Not Rated
Prompt Engineer - Annotator,https://in.indeed.com/rc/clk?jk=9da427a741a96fc0&bb=Dmds5dErN6GWnJrE9MQ4yWNmIJTO4vBvXoN97EVPwk71SEtD_rHkIysChtPgZBNkPIJcKEuRIR_JsvJ4rTZrlJD2Nv5FOo9--3gIU4J438qSsr6K7JgeqJOfQF_ryp1D&xkcb=SoBT67M30uRTWRyNrB0EbzkdCdPP&fccid=2669b0551898b4c5&vjs=3,Unify Technologies,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=68f09d73d56c5e1e&bb=Dmds5dErN6GWnJrE9MQ4yVI6EpTBhgnPzb8qRG3-iMyxBsbACDZrquHpZD69YUZkgkMF95wKvkaROIswU_fnC55dvqNcW3MiBA5AdT4K9Wigb_ttMHKJYOkfpMs47NDp&xkcb=SoB067M30uRTWRyNrB0bbzkdCdPP&fccid=3a7bed83b06778e2&vjs=3,Augmenter Consulting,india,Not Disclosed,Not Rated
Data science engineer (Artificial intelligence),https://in.indeed.com/rc/clk?jk=3dbbcf9c3544b782&bb=T0wT1Uf1ZeIhF1gdMYWFFjLoqxZ0Oawjhhi_f9mUqCXojAwYSUo0RjIi3ERyysl2SrCUwEoyYO464q17CRvajcB63zZa707ZTQByimgj8Q_8KMQK0Dzs4I0HGPgirtOu&xkcb=SoDS67M30uRQ1EW2kB0LbzkdCdPP&fccid=9d852afe9a15ee78&vjs=3,Eclature Technologies,india,Not Disclosed,Not Rated
LAB ASSISSTANT,https://in.indeed.com/rc/clk?jk=e456875305fa0abc&bb=T0wT1Uf1ZeIhF1gdMYWFFjxxibPtSRQHTftZqipuKhbYm6OPNEEJNLcp0RDC1TcSfKiYkhD8PGaJGCAFefyKAHe6yUKF2nTPn8oWm4inzbv3012-a47yb3RcZGnrVTrM&xkcb=SoBm67M30uRQ1EW2kB0KbzkdCdPP&fccid=bb3c256a64012a0d&vjs=3,J.K.K.Nattraja Educational Institutions,india,Not Disclosed,Not Rated
Spec Analytics Intmd Analyst - C11 - BANGALORE,https://in.indeed.com/rc/clk?jk=4e2e9b380ed488a7&bb=T0wT1Uf1ZeIhF1gdMYWFFq10CuaWWcLoehQoIUSFkdcPJQWb8HiImnIW1NaQ3K0OLTmJ5tERcqRPltd9Izu-0rwS-0KsxJkvkiWq07q05j5Viq4Eqv07XQ%3D%3D&xkcb=SoD767M30uRQ1EW2kB0JbzkdCdPP&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,india,Not Disclosed,Not Rated
"Junior Analyst, Data Interchange and Development",https://in.indeed.com/rc/clk?jk=6490338a9fc2f3f9&bb=T0wT1Uf1ZeIhF1gdMYWFFje8S_eaeXJ7sNU_j9SsPZOky5fBXE1ASsJN0Y9YkAJYgcPFKdFmdV6u1ji7qE9HnuQNK0rb73wJqDHAN53sKSMzWd4yL_cYWUci6gGSfjZO&xkcb=SoBP67M30uRQ1EW2kB0IbzkdCdPP&fccid=254ad00cf333484f&vjs=3,Magna Automotive India Private Limited,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=5d3d43991eb60977&bb=T0wT1Uf1ZeIhF1gdMYWFFigGERAgWAizEBg7YwEzy0r66IC9DgvMWj0uHouwFpA_LDm0Yp4NDZlxCPwcvk8aZOMS157f18lR437OC3yhcw1ABCBdovTWhp7o4B-Vi69J&xkcb=SoDB67M30uRQ1EW2kB0PbzkdCdPP&fccid=19d6b033a39ac580&vjs=3,MOLECULAR CONNECTIONS,india,Not Disclosed,Not Rated
Machine Learning Engineer,https://in.indeed.com/rc/clk?jk=c2a9ff97bddd2612&bb=T0wT1Uf1ZeIhF1gdMYWFFrUxNigN5Rgfy42aEQRfmuaoCrB74THdPdY-SrNl7No2wIcDdiDi_T73tJvRjul95boZAtOkQO8exlhX_BOoHZbkxpwCc6x5PipKE7toSVkc&xkcb=SoB167M30uRQ1EW2kB0ObzkdCdPP&fccid=e32d933c26e873c8&vjs=3,Zoom,india,Not Disclosed,Not Rated
Prompt Engineer,https://in.indeed.com/rc/clk?jk=cce630666b1f616e&bb=T0wT1Uf1ZeIhF1gdMYWFFtshCEuuawvDMr4GabT7LvIkbfgQhYcXfY7tK747A5-UaPy8H2dmGVTuGO30g8ltQtR0cuEKhpxf41i3-nBbOtSLOMRb2wKbZkoAgFUzTkcv&xkcb=SoDo67M30uRQ1EW2kB0NbzkdCdPP&fccid=1ef4db08e021b608&vjs=3,John Wood Group,india,Not Disclosed,Not Rated
Business Analyst,https://in.indeed.com/rc/clk?jk=aaa582e53bf73747&bb=T0wT1Uf1ZeIhF1gdMYWFFtH55ODCxM-6mI88WAQ9fVUNdbiULcfgFzBUV-DpVhaXDCzqSi3YQNHxTd_3THAMQiACihTzl1__pmJrwB7fDUVI1UwHCRGtLU5RKdO6Qnkd&xkcb=SoBc67M30uRQ1EW2kB0MbzkdCdPP&fccid=f2545b79f620f92c&vjs=3,Flatworld Solutions,india,Not Disclosed,Not Rated
Data Analyst (Software Development Engineer 1),https://in.indeed.com/rc/clk?jk=61643274639f5716&bb=T0wT1Uf1ZeIhF1gdMYWFFuRhGcyhWbldQTY-tB-GX3gn14U97lYDbmO03xtFV-a76B2A_rZog5JpsBSzhBOY7w0imcILUXtIfDgj7bDXjsmn5RW7PGVT7C0uXqw1MtUL&xkcb=SoC167M30uRQ1EW2kB0DbzkdCdPP&fccid=d47b979179635c67&vjs=3,Pinnacle Infotech,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=1b79b80a1b8affe4&bb=T0wT1Uf1ZeIhF1gdMYWFFvMZ6hOu810vTcPit5NVGXv_gcu9EWlyBzgj3JiJ-9Qv9v2U5tjcJonZoHqt0cbMyLA3bdUu3C35AZUPcW6jKNLjF_dTo334S_eCrrHGVnER&xkcb=SoAB67M30uRQ1EW2kB0CbzkdCdPP&fccid=66cd55f19cd26728&vjs=3,Nu10,india,Not Disclosed,Not Rated
WebLogic Administrator,https://in.indeed.com/rc/clk?jk=a57b22a017ffad8e&bb=T0wT1Uf1ZeIhF1gdMYWFFje8S_eaeXJ7fTpcrEvTAxtUIq_e4h8mVJDEKj3BIDyTNy9Q7gcF4vBKNh8Tv8y2n7e70-CvKXw84ltLPlPwcafvEOQJewDvrgmISpZeYfag&xkcb=SoCc67M30uRQ1EW2kB0BbzkdCdPP&fccid=8a48d18f38d019fa&vjs=3,Travitons Technologies,india,Not Disclosed,Not Rated
Data Engineer,https://in.indeed.com/rc/clk?jk=83efe533c12d9ec0&bb=T0wT1Uf1ZeIhF1gdMYWFFjxxibPtSRQHO_6hlEgZW9dMHolLEbnv7z7MaB8LCNyIjvF9-rWjZFsJZlmJJ3aXsiBsfDCzDWsWNUkf6FK0pUpt47Cb6lgbPu8jqY6idffM&xkcb=SoAo67M30uRQ1EW2kB0AbzkdCdPP&fccid=b07410713742fee4&vjs=3,Citta Solutions,india,Not Disclosed,Not Rated
R01545056- Data Scientist,https://in.indeed.com/rc/clk?jk=2eec5414d46e6e9c&bb=T0wT1Uf1ZeIhF1gdMYWFFjxxibPtSRQHd4u8KRJ7CgWZUbyS54rSXp3FV9ox52HQhS9_bSZ8HqpE13DDUXiXPRlCVu5QJnt_4OnbAtIEkZbZRvL-f1uiaffjxUu_4O0C&xkcb=SoCm67M30uRQ1EW2kB0HbzkdCdPP&fccid=a2520645450d003a&vjs=3,Brillio,india,Not Disclosed,Not Rated
"Manager, Data Science – Analytics",https://in.indeed.com/rc/clk?jk=82004bed2c0cee4a&bb=T0wT1Uf1ZeIhF1gdMYWFFg9N1yh2owwqMFDE5akAR7zcbOzLzw_L9gejKQSB_4QVW81PMiC7zmt8pJoJ5ANOwkkC1UBGuoogrCDSf2Q0Y-yRzxWp0dcWFw%3D%3D&xkcb=SoAS67M30uRQ1EW2kB0GbzkdCdPP&fccid=ccf155b8e5eb4bf8&vjs=3,eBay,india,Not Disclosed,Not Rated
Sr. Data Scientist,https://in.indeed.com/rc/clk?jk=d56cdb4f40fbebf4&bb=T0wT1Uf1ZeIhF1gdMYWFFgh-PMyuSloGjfo7UggIw61CkYkAxiHCNoqKKe-VWxD4I3IR4tZdKUFcT59F9v3e_4GwBjCYtnxiL77nmaOBG7gLuhVV9TYZNpmAM7CpqxgP&xkcb=SoCP67M30uRQ1EW2kB0FbzkdCdPP&fccid=b812544c2237ac63&vjs=3,Madison Logic,india,Not Disclosed,Not Rated
Full Stack Developer trainee intern,https://in.indeed.com/rc/clk?jk=1f5a44d6bb8fd2a2&bb=AydMyNEJKye93tSrlicxiUBFqemgLFKvmXQEdbd_g1YNCC7Hlo3lhgbAQoLePEExVgB3k2s-Ml6H4CSKjXfjWmR8iAgR7S4_4S6BBnE-VndmC3-QuR5mXRkOgiYrpMaM&xkcb=SoCV67M30uRtnQgWub0NbzkdCdPP&fccid=90e74e25d92ddf0b&vjs=3,NicheTech Computer Solutions,india,Not Disclosed,Not Rated
Data Science & Analytic,https://in.indeed.com/rc/clk?jk=36b754a0f6c6d577&bb=AydMyNEJKye93tSrlicxidA7UqvHg1-_9RsC-dHaS3o_6JqPsUnLVabDPQluIbEEXOTt2MvgNWbAlUgFSNYXx3ItOyTZObiMVr6H-4EODWge1JW85J_nbgn0xeDJ6Zgp&xkcb=SoAh67M30uRtnQgWub0MbzkdCdPP&fccid=e4615befce7944b8&vjs=3,CODEC Networks,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=6b765420da934ec2&bb=AydMyNEJKye93tSrlicxiauxr_X12lnp-aFtBEZ8WlcSgwxeqKKF2Bd2dXefw2zX9Nio_84pbUP3jsHThayy50f96pDETNlhZjvSfDBEnUsC4BISBW8Di00HXzdJvmBo&xkcb=SoDI67M30uRtnQgWub0DbzkdCdPP&fccid=848437d69edb8cf3&vjs=3,Columbus India,india,Not Disclosed,Not Rated
Data Modeller,https://in.indeed.com/rc/clk?jk=b7a6ea6cf7b85fee&bb=AydMyNEJKye93tSrlicxiaTla5vorCssobZDG702J_08MJG-drikGaYSr4PSaH6_bCmzU105jeev-xNcHdIV9QXkIhhTcwiGKPwUFUN0kILqfw8pX7b0f50CEiEiEAyF&xkcb=SoB867M30uRtnQgWub0CbzkdCdPP&fccid=4de4fc21d033c2ee&vjs=3,Heptarc Technology Solution,india,Not Disclosed,Not Rated
Data Specialist,https://in.indeed.com/rc/clk?jk=ee713f2afdd9e9ae&bb=AydMyNEJKye93tSrlicxiczaftTIcOjFU0TM1fCjWNTZBIT4S2J2NWtle7aJnAKW2xRGHJxa9ajSObAui_4569dfmflOTxoEJM51APSGjZK4g5OZHobaSJ3XSYCiUTrH&xkcb=SoDh67M30uRtnQgWub0BbzkdCdPP&fccid=cc83b93538e07cb1&vjs=3,Elsevier,india,Not Disclosed,Not Rated
Executive (Data Analysis),https://in.indeed.com/rc/clk?jk=31014b1496493f4e&bb=AydMyNEJKye93tSrlicxiYzRfjhm9H8RFN10tiwK0H13njar46Rc0gtelUDbHcqEtJLOJ3yc-RojUWhIj4mwCy0M0r5CbXhelAdwWPN6tFFna1Gt6FOGYBCIjQTXMouv&xkcb=SoBV67M30uRtnQgWub0AbzkdCdPP&fccid=35521e170c92d078&vjs=3,Shri Vile Parle Kelavani Mandal,india,Not Disclosed,Not Rated
Power BI,https://in.indeed.com/rc/clk?jk=ab4b00d5873d4e08&bb=AydMyNEJKye93tSrlicxie4l1hdqEWlvTjmYQ6Za9LLUFUV126i08nytSsoEyLKFsTYktC6Fi0YS4YlGlAeRlu_WeNUYATvhN8IJ_A1GvuhkQYM3INWZmUcWcUAZnY6u&xkcb=SoDb67M30uRtnQgWub0HbzkdCdPP&fccid=745bb03577ad3aa2&vjs=3,Nice software solutions,india,Not Disclosed,Not Rated
ELK Stack Admin,https://in.indeed.com/rc/clk?jk=03b5ec1de27f3967&bb=AydMyNEJKye93tSrlicxiQOerzyOHAlykfVDFVKSD3VpThhs-19N1kVa_fouqfne0Yan7SLash_cAIlXq3yFoa7K9zJ2PnJalhUuFy1PCWhmtwy6AALUXwNUlex3d1Ev&xkcb=SoBv67M30uRtnQgWub0GbzkdCdPP&fccid=eed7c45ec44b6a0b&vjs=3,MNJ Software,india,Not Disclosed,Not Rated
Teamcenter PLM - Data Migration Specialist,https://in.indeed.com/rc/clk?jk=6aa962dd61e0e2aa&bb=AydMyNEJKye93tSrlicxiXaDUYGkr2C0cDZWPfTOPiIubbsFGCHkVjMwa-LOFLuRpy0YtsKCOXVMVODtLQU8Nt5ZhIzHFCh016ncwVCSsKzegqshiwloXQ%3D%3D&xkcb=SoDy67M30uRtnQgWub0FbzkdCdPP&fccid=ea6bb53f0b18b8f2&vjs=3,Siemens,india,Not Disclosed,Not Rated
Data Scientist I,https://in.indeed.com/rc/clk?jk=b32841601b408551&bb=AydMyNEJKye93tSrlicxiXaDUYGkr2C0fyoNTlKVUBTPG5bWwuhIEZ4SBKMxHa_mJac6zHf8IeelKVy9bvYN7SBKZ-Y71ozK3SMtsQx0u0PjYAStEr7mPA%3D%3D&xkcb=SoBG67M30uRtnQgWub0EbzkdCdPP&fccid=d576b5b1f45626a0&vjs=3,AGCO,india,Not Disclosed,Not Rated
Senior Data Scientist / Lead Data Scientist - NLP /GenAI,https://in.indeed.com/rc/clk?jk=0b42d5a77c9328f4&bb=AydMyNEJKye93tSrlicxiQqwql3BuJ_2gZ3sdhuC9vqTKbCxIPT49esHEqwQEfEZGUqbYY330DYI6bql5qGulpeg5qaJQPJQk9i0jECBv9yuhYjEic2b7HWaJ1GNg9Dj&xkcb=SoBh67M30uRtnQgWub0bbzkdCdPP&fccid=cba01270e96bb012&vjs=3,Tiger Analytics,india,Not Disclosed,Not Rated
Application Lead,https://in.indeed.com/rc/clk?jk=335b11a5d53ef820&bb=AydMyNEJKye93tSrlicxiRCkm-WZfDnW0x8PIe54PZZ_61fQOfDzSpsu5nEuFiSVdpAQygn4-b7N3TA5WdPCzXft9j4E-ScKyAlRCTgR4TfWd_prvejNsw%3D%3D&xkcb=SoDV67M30uRtnQgWub0abzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,india,Not Disclosed,Not Rated
Jr Developer,https://in.indeed.com/rc/clk?jk=d8107bb9a3e4ffd1&bb=AydMyNEJKye93tSrlicxiRjRBBmdY09vmc1Hv14AzSvZSFExRA9Z9s_nX9BHMnsIURWljma7EW9h8H3oZz0zyH3z3dF7fzvn5zwA6XxNmkhmg3R8cjvueQ%3D%3D&xkcb=SoBI67M30uRtnQgWub0ZbzkdCdPP&fccid=0259f432d098ee82&vjs=3,Marlabs,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=ce0d90a4e5b0bcc3&bb=AydMyNEJKye93tSrlicxiRxvkgnMAhaix_zWddMTBFY3OLMFBhD9qEuTEVCQ2lFEJzGKZHy9DVg5A1z8W7NUE0zjc0O4NNZx9MY7HDXZGo9VAFeRrYd75kWv4Da6BMni&xkcb=SoD867M30uRtnQgWub0YbzkdCdPP&fccid=52dd07bccc9258c6&vjs=3,Proclink,india,Not Disclosed,Not Rated
Data Science,https://in.indeed.com/rc/clk?jk=c1fe584444396f2f&bb=AydMyNEJKye93tSrlicxiWbeE77LB2_L1XS5Jw_8ZxLjNCr3DfxzFPTe7rBbBJFQEyyFmVI2039EJO1-Uu29DvkAgr2uNJn1VssT9x310XcG8qRhkScDQcRTg1mOU7Gs&xkcb=SoBy67M30uRtnQgWub0fbzkdCdPP&fccid=4ae0c7b61c4a21fe&vjs=3,Neosoft Technologies Pvt.Ltd,india,Not Disclosed,Not Rated
AI-Powered Prompt Engineer,https://in.indeed.com/rc/clk?jk=62292aaffb652ec8&bb=ISlX3nkSvaowUt41-mLaJk849x30htlA3fGI67msiVt1-hTB5V_yOJ5vAIGl3CsWS1hdmMPk-nkTgZuTiA9Tl66XkjgnIxQsIS8FOVjCJCVpYSV90_iG6IXASfLGYBaU&xkcb=SoAi67M30uRqaQgxir0LbzkdCdPP&fccid=29bf239c775fe671&vjs=3,upGrowth,india,Not Disclosed,Not Rated
Tableau Support Specialist,https://in.indeed.com/rc/clk?jk=dbb9d6f7ea8170f3&bb=ISlX3nkSvaowUt41-mLaJtN3ezWy5ukM-N51zBYAxshVL6NLf-aqUpyDXnNwliYEcFbvaOxiCrjB9hPoi_zuT7h63IbQ-CKPoY5XhpuQfQ34QyM5WKHa2MWgUeGHEya8&xkcb=SoCW67M30uRqaQgxir0KbzkdCdPP&fccid=0a9666f2a6fd9d86&vjs=3,OPK eServices,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=7c1d8de2025a7974&bb=ISlX3nkSvaowUt41-mLaJjDzQ2Xb1BFsHV3VtnCrhiuGIVWQAJ5TIcVuE6_iUWNBd6FRjzxvYij4q_ZVPQd3nAe9mhvyHvT4B9DL9jK4rzyDW7JaUOhPljJPwY6rh6ph&xkcb=SoAL67M30uRqaQgxir0JbzkdCdPP&fccid=89fc9bfba1bf23b7&vjs=3,AIEnterprise,india,Not Disclosed,Not Rated
Artificial Intelligence,https://in.indeed.com/rc/clk?jk=6f0d0b532b112813&bb=ISlX3nkSvaowUt41-mLaJkX8GmYqGXvg_F87d392SplXqwAVZslZ8lzJXXKPP4quEVANUHjCxU6pfR2d_rrU2necvB8FRY62WMAQ81sjTNbh-PHViT1bOz6T-pjqsJv4&xkcb=SoC_67M30uRqaQgxir0IbzkdCdPP&fccid=a9b0f153d72716e0&vjs=3,Arivon Technologies,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=db4250da11bbd99c&bb=ISlX3nkSvaowUt41-mLaJjQQif6qR5iG1fth8m5KNkuhG-MlONPO4aB2_MWAiYqUhQUp6j0WIc51ICsMUKuRBvrj20u5oa90ragVdHU-aI35t46IS2xFPsIN0veQ-VpZ&xkcb=SoAx67M30uRqaQgxir0PbzkdCdPP&fccid=feba24890adf8d01&vjs=3,Cloud Kinetics,india,Not Disclosed,Not Rated
Data Engineer,https://in.indeed.com/rc/clk?jk=08df2a38a71cb03e&bb=ISlX3nkSvaowUt41-mLaJiy8BPYOZIXTZAxd2I6po0STIjUyUrcxvBYD-PiAF4Q11D-OELp_Vsn1YG8MUr9gdVvXaHz2eRQ7UocKkGxwRWIK2oxZDFxWQQ%3D%3D&xkcb=SoCF67M30uRqaQgxir0ObzkdCdPP&fccid=3444e7c94299ba32&vjs=3,NOKIA,india,Not Disclosed,Not Rated
GenAI Engineer,https://in.indeed.com/rc/clk?jk=dfdd23fc6a2b478c&bb=ISlX3nkSvaowUt41-mLaJgAlLi65hsp3OagUxGSIwTxhtNoqGdz6GYoK2qW0k95LWXPwodFmFYtx8QpRaYf1fHDI164Dz-2pJjWfrki5MkMYOa71NEbT5N6MdUxMEK2G&xkcb=SoAY67M30uRqaQgxir0NbzkdCdPP&fccid=3868859e1c2511c6&vjs=3,Virtusa,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=fe75262bb052a856&bb=ISlX3nkSvaowUt41-mLaJkGjfbgv5Htp8m_6Df2KWTASCvOmjZsRlsJGHCcF-tjCeYuuy9x5ff6l6HRhJKBjSh_nYfHX_Js9dXwYnMh31fVO8a5vLgWCDlrvuhjum7VG&xkcb=SoCs67M30uRqaQgxir0MbzkdCdPP&fccid=e875288bbb26c2df&vjs=3,Gujarat Fluorochemicals,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=8973d3d34b0710e1&bb=ISlX3nkSvaowUt41-mLaJiBUHxNLNGUThWhEwht4-nFln2aL8RgUz0uQ2E5t-RIM7TKpqN9YwajEJ9Ygz7Nc-QOmVebjVrWKvl1TfHySJh3M4zbIgkjs8rC452KkJIKE&xkcb=SoBF67M30uRqaQgxir0DbzkdCdPP&fccid=5146002d736d2b5d&vjs=3,Affinity Global Advertising,india,Not Disclosed,Not Rated
Data Engineer,https://in.indeed.com/rc/clk?jk=8db740b5bdbe9cf5&bb=ISlX3nkSvaowUt41-mLaJigPnC-qcByacPc2r5WWltSMrWOOA1mdBnUSdQNDm1NG0fuQL9sZCh8aA0nhCxP_43UjRLOkIpIrJJUAn-RxgrfvZWPCMP-494rrAQOkEpqO&xkcb=SoDx67M30uRqaQgxir0CbzkdCdPP&fccid=5cdd281e96f27f8f&vjs=3,VXI Global Solutions,india,Not Disclosed,Not Rated
Data Scientist - II,https://in.indeed.com/rc/clk?jk=9ce283a5d82c162a&bb=ISlX3nkSvaowUt41-mLaJtZRrV2S03kIOzATbGuG3BBpt2hmRD2hc_h06LcLDeAY8Au3X1MSrE5Mnff7QhMUJPe1XQ8p1cntL-vuNgCvl3vnPPHyENY3j42awZH1Rztf&xkcb=SoBs67M30uRqaQgxir0BbzkdCdPP&fccid=5029a6dc0ab72fa7&vjs=3,Spocto,india,Not Disclosed,Not Rated
Data Science Analytics,https://in.indeed.com/rc/clk?jk=730378b4ee8f471f&bb=ISlX3nkSvaowUt41-mLaJodOxLvny3OwFL3YfRrh4_x5A8h8gmxB7YEysx_EnlosoXbCCgTeODzEcP_Kh85FAWHg5VbJYYPl9O1ahLx8Ga88qdPQ-tGFilKYyqq3mm0I&xkcb=SoDY67M30uRqaQgxir0AbzkdCdPP&fccid=8545d130125b69ed&vjs=3,Diverse Infotech,india,Not Disclosed,Not Rated
Data Scientist II,https://in.indeed.com/rc/clk?jk=f0615ceb4c6476ef&bb=ISlX3nkSvaowUt41-mLaJhA6E-81famCt4xKCBT84bQjKENAfN-zdKdLqkcf7BrrbSIeMetfEAVkQbueWTuhegl0O9RWv3wZMfZ5X1aqpbPERYYlPNUDLTeys6m6je6X&xkcb=SoBW67M30uRqaQgxir0HbzkdCdPP&fccid=d9805af20a6c196e&vjs=3,Worley,india,Not Disclosed,Not Rated
Prompt Engineer,https://in.indeed.com/rc/clk?jk=cce630666b1f616e&bb=ISlX3nkSvaowUt41-mLaJjkW0oCsguH5fr6q3mVM1ZvXMqB_Wbk7vxDVbu0mFePAqUXyIBHCD3SrOcm6fawGbYWd2ZG9TV6b_SMEfYYfS1tG1SiP9WZxkOXGJCNACX1E&xkcb=SoDi67M30uRqaQgxir0GbzkdCdPP&fccid=1ef4db08e021b608&vjs=3,John Wood Group,india,Not Disclosed,Not Rated
Data Analyst (KYC),https://in.indeed.com/rc/clk?jk=8a87910ef4335c3e&bb=ISlX3nkSvaowUt41-mLaJpEquAlYs2TtvCnLsMfpFg7MmyWjStiokYUjTw5znW-U_3XOQsdWMdUzwCbRV69LEn1hjZIMPcYzE5ORasLELs-b4YWJW_cF8GO4691qYaaN&xkcb=SoB_67M30uRqaQgxir0FbzkdCdPP&fccid=b3282c125f18e0c0&vjs=3,Helius Technologies,india,Not Disclosed,Not Rated
SQL Developer,https://in.indeed.com/rc/clk?jk=688681d3dfe84754&bb=AcK_fRjrI6yx-XsXajLwYihhdH-ZgGujAPNBpoKpIBNK-Tku-j5smK4x6_mBWX2RirFBrzwpxOf1Mty49k2mCq6699z8EWaURlO9z20frdqFc2J2WNfOMGcXM5VhCKB6&xkcb=SoAC67M30uRonlS4dp0LbzkdCdPP&fccid=4de4fc21d033c2ee&vjs=3,Heptarc Technology Solution,india,Not Disclosed,Not Rated
AI Data Scientist,https://in.indeed.com/rc/clk?jk=578984631f531616&bb=AcK_fRjrI6yx-XsXajLwYoN4Inhcv7QX1wqNZmbiotMoXiwOq0Ha6WMPldqpWAWx1uu0hCCERe68noqqb3842UQrB6pa3NSLlm97gFbhmBpcjjWkBMSPcQ%3D%3D&xkcb=SoC267M30uRonlS4dp0KbzkdCdPP&fccid=761c44c17d636bfe&vjs=3,Ford Motor Company,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=db4250da11bbd99c&bb=AcK_fRjrI6yx-XsXajLwYpu5Sf63898pQSFK9U-a9nORGs6O-bOIdgVVGKa1Dzq_PKKyNISWKJ-KLR42_CDrQgEtn8uz1G4fhoMdMwBZ5jFWv2txLxcXZicWnyMP7V8g&xkcb=SoAr67M30uRonlS4dp0JbzkdCdPP&fccid=feba24890adf8d01&vjs=3,Cloud Kinetics,india,Not Disclosed,Not Rated
Business Analyst,https://in.indeed.com/rc/clk?jk=3e895bea880b74c3&bb=AcK_fRjrI6yx-XsXajLwYpnOUK2DhMTZjwclCnjJZVrZ8ZPULvoHuq7-AXNgMbwDfRE2i9WOXg9HzSfOURsruf66rqfW6CMUjtM67v14aO-x2z8-DL0bqikdpeXOlIp9&xkcb=SoCf67M30uRonlS4dp0IbzkdCdPP&fccid=378a6a46bd86c8ff&vjs=3,Travanleo,india,Not Disclosed,Not Rated
