Job Title,Job Link,Company,Location,Salary,Rating
Senior CRA,https://in.indeed.com/rc/clk?jk=3e0e8a5e231415b3&bb=GteTGEMmtfFchemQF3k_6he97q6Q2TTNDPwBRcXjtUKqeeCyzPvAjBSPtqg7RoXQIdaTJx_z0t2C8I4wD5p-d0tsW9KeCI5ncbgiqJcgeGHIHryYDL46qJvzAa2smQpt&xkcb=SoAa67M30uQ2w5QH5B0IbzkdCdPP&fccid=772a1485bbbe4156&vjs=3,Syneos - Clinical and Corporate - Prod,india,Not Disclosed,Not Rated
POWER BI DEVELOPER,https://in.indeed.com/rc/clk?jk=4dad4a9d65238fe6&bb=GteTGEMmtfFchemQF3k_6odd52hdEbcFc1k3poJfWvaE3BC3yIGYwAoYvI_n9j6eJ7esRIAeixC5WZcQuqd9oWdmLcjSNpR0U0XITqeA3MOy8q23XWJ31k0fqkWl79DH&xkcb=SoCU67M30uQ2w5QH5B0PbzkdCdPP&fccid=d372157fca19c059&vjs=3,SalesPoint,india,Not Disclosed,Not Rated
"Associate Consultant/Consultant, Strategic Client Engagement (India-based)",https://in.indeed.com/rc/clk?jk=5c0cc46f49c0178a&bb=GteTGEMmtfFchemQF3k_6mPPVoz2aqI_zHbrqXHx5TuqEk2sMjgomkn3N1yvgyF81ABNf1yYHAV_RhuS1zYIrNlMCgAzmjKnK671Q8sRpta47zS5niRKEEQ30XPXwi2C&xkcb=SoAg67M30uQ2w5QH5B0ObzkdCdPP&fccid=df3f5889ad7da2b7&vjs=3,Surgo Health,india,Not Disclosed,Not Rated
Data Scientist -I,https://in.indeed.com/rc/clk?jk=c001fff1090e65f7&bb=GteTGEMmtfFchemQF3k_6tLQ9D9vWTVrEkf772dYlD2x2w_gX1oA5v8NgAgrhGQzvV9emTEfecalc5A3ty0tsy_3Bd3c4z11G9-j3vYJrFoJ3BidRXnPoyk-1try7HlK&xkcb=SoC967M30uQ2w5QH5B0NbzkdCdPP&fccid=a07125726ff9e55d&vjs=3,Meesho,india,Not Disclosed,Not Rated
Assistant Manager- MEL,https://in.indeed.com/rc/clk?jk=07063ea7c0af2e03&bb=GteTGEMmtfFchemQF3k_6qBUA_KruTlrADh086PFvDEvKWg9P7ZMCeWE4qt-o737cqPUFFJcEk57DBVtmQOC9-rL70dgd-feAXuGhC1gBwKm5m8ftx2FlVCcw2kzfAPD&xkcb=SoAJ67M30uQ2w5QH5B0MbzkdCdPP&fccid=4b2da1a5f0c87b7e&vjs=3,The Hans Foundation,india,Not Disclosed,Not Rated
Data Engineer II,https://in.indeed.com/rc/clk?jk=3e4166524ec5b1a0&bb=GteTGEMmtfFchemQF3k_6nWbtKjgkNRmSD_X981aXWfvZ2sY40DBn6TS9yxprgXuAsod4hXW7izNAU70A1ocLmBzNE8caoNEZe8pkwzWPjCT5QbMhSK7YJS6rjqJtMKU&xkcb=SoDg67M30uQ2w5QH5B0DbzkdCdPP&fccid=5a10c84e11978ec4&vjs=3,Zazmic,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=362024181515ec99&bb=GteTGEMmtfFchemQF3k_6hLuUSPZ2e31fFWUxUwYg92eyTcr0bGU65Y9VwAjz5XGjZ5BgBt5bxOl8ITMe5FEADCWnM207-KEsVrIsbme8PGEUWbt-h0JpnjaWxMHO3q8&xkcb=SoBU67M30uQ2w5QH5B0CbzkdCdPP&fccid=81072f96de541e68&vjs=3,Exeliq Consulting,india,Not Disclosed,Not Rated
GEN AI,https://in.indeed.com/rc/clk?jk=22ddc363559c08a3&bb=GteTGEMmtfFchemQF3k_6hpGNnWjjI8yXrZty5MIt44dEVvKTh1clbN1DH67YAR4tXTyZNQvaRyMbSItAHgof_pskEMcMiCvYhoeaQDKDX7Zckz0INKLROZYFSPL6lhv&xkcb=SoDJ67M30uQ2w5QH5B0BbzkdCdPP&fccid=3868859e1c2511c6&vjs=3,Virtusa,india,Not Disclosed,Not Rated
Junior Business Analyst,https://in.indeed.com/rc/clk?jk=8cbc7c0543d56219&bb=GteTGEMmtfFchemQF3k_6p4iGpaHebyWF7krzHDG8Gk7Xn0AU6hQLmaSy5Ltz8HhDNmYIPnLlLi0n99zYb1NYPpYgDWG7LXA7hDD0NMvj2ZucoSEmWuAjS_K4P-lZ19N&xkcb=SoB967M30uQ2w5QH5B0AbzkdCdPP&fccid=5004299047534497&vjs=3,STEM Healthcare,india,Not Disclosed,Not Rated
AI Creative Engineer,https://in.indeed.com/rc/clk?jk=3da7a51ebd7f89b8&bb=GteTGEMmtfFchemQF3k_6gj6DsxJthaJe3BR3wqt0furaGGDQ-j94B9RbYAkjPO-mbkCKiv2m076G6sTKjyv9f3g1qAGzXmLL-3qqS62x-_IV41DTxSZSCcRClVS_swe&xkcb=SoDz67M30uQ2w5QH5B0HbzkdCdPP&fccid=37405d0cfffb7fd5&vjs=3,Ruby Labs,india,Not Disclosed,Not Rated
Engineer III Consultant-Data Science,https://in.indeed.com/rc/clk?jk=e26816d7a2581e4d&bb=GteTGEMmtfFchemQF3k_6odd52hdEbcFOlMmW4peSUbhWBXuhqaaHGSWSZ_dPO9efdPFoCqSc695h5n8XKf7sTNdHcfkydD0TmzGeAh_ZGrDODUgQFBaVw%3D%3D&xkcb=SoBH67M30uQ2w5QH5B0GbzkdCdPP&fccid=f7029f63fe5c906e&vjs=3,Verizon,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=615dd1abe7982a87&bb=GteTGEMmtfFchemQF3k_6qBUA_KruTlrfI_JlV0jxwM6CAyHT9VReVrDUROJGL3m0KQC65FcUJpAbHP91SSBOfdqmkXnBrHZDMjy433cZexKrJzpEkLi-uF9mjdh3eZa&xkcb=SoDa67M30uQ2w5QH5B0FbzkdCdPP&fccid=11aa0a00b3526ef4&vjs=3,Innoval Digital Solutions,india,Not Disclosed,Not Rated
Data Science - BGLR - Senior role,https://in.indeed.com/rc/clk?jk=75923a90bf34b074&bb=BMYFAkM637z57X_xbgE4KwkJigexWUWVeoSKJh4xzJmqfBcPfjYOrMuX3SwjxD5IYz0pEaHDp_58y75-1Mrul2BWQ6kBsr1fUWiy-H1iZ45D-efIvb2R2jXkpti5bV32&xkcb=SoAO67M30uQ1xVW2lx0LbzkdCdPP&fccid=432e58a77b6dc0c0&vjs=3,Zinnov,india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=c1d00c915b47af66&bb=BMYFAkM637z57X_xbgE4K2M2K5HX4uQ_pB2ovqQfDafKgxfuhedgIf9CCMYuM7Z5cXeLF-o8vg8-1S0MAEp0ePfogRUfoytoKi2DSWoQeehHbaMpTa1tkjNzmhYDPU3U&xkcb=SoC667M30uQ1xVW2lx0KbzkdCdPP&fccid=2f6923e58bfffd92&vjs=3,Cindrebay School of Design,india,Not Disclosed,Not Rated
Intern Data Scientist,https://in.indeed.com/rc/clk?jk=088dd62edc15d6fe&bb=BMYFAkM637z57X_xbgE4K-i_VsxEk6-BYY46JC3rlL5ldU1odpCoVOW9vfWtpnIaqjQM9aXwW8G1BKojcd-8RrmysHA0qbu67JDgZiydZrIATlFpitFgMj_OuB0puiV2&xkcb=SoAn67M30uQ1xVW2lx0JbzkdCdPP&fccid=4ae69ecf27c47551&vjs=3,Techvantage Systems,india,Not Disclosed,Not Rated
Voice Engineer,https://in.indeed.com/rc/clk?jk=1f6d778177c3e58f&bb=BMYFAkM637z57X_xbgE4K6f9QBtvzVXrfw4oVaW4q6SIJDUS4Otv0cSWou7XKKo6dClv6JpqH_rnCVSz9Fdt2pZd7cs3Ko7xGiIReWzEZNAFVhKU2jO3lzB4fUG8oCUO&xkcb=SoCT67M30uQ1xVW2lx0IbzkdCdPP&fccid=58603a5d919b0545&cmp=Jolera-Inc&ti=Voice+Engineer&vjs=3,Jolera Inc.,india,Not Disclosed,Not Rated
Engineering Lead,https://in.indeed.com/rc/clk?jk=9ae1c04cf379bd78&bb=BMYFAkM637z57X_xbgE4KzMzBGCEzouxhIzajVPlTRAb979894warEpAUmNrszDOuiTxvvqIrv_pUYzQ-FtqIWRzY9dalxYLAezkADiVYBc6WX5pBxSPn7-Ex7poDBoU&xkcb=SoAd67M30uQ1xVW2lx0PbzkdCdPP&fccid=de5ced5ae6baca91&vjs=3,Invaria,india,Not Disclosed,Not Rated
Data Science Analyst (Standard),https://in.indeed.com/rc/clk?jk=1d2b876908ad7b02&bb=BMYFAkM637z57X_xbgE4K8NhLDFpcRSQbA5MjNml4kUUqzu19P7AhzIranOZaSHIZ7YxZWz8vHVpVH1rAJnIjZM_Kuas_JGd4NbE4Mav0HJ6-hB2rZb_kiX6qEiPi25K&xkcb=SoCp67M30uQ1xVW2lx0ObzkdCdPP&fccid=3c566800dc2b9808&vjs=3,Infogain,india,Not Disclosed,Not Rated
Gen AI Data Scientist,https://in.indeed.com/rc/clk?jk=75787e843092e239&bb=BMYFAkM637z57X_xbgE4K7WWqrWaVktoCk4Ckh8kS1kgvTVpFl-QvFWIgz7Q9r1Fg7IZZkAIqA716bJogyy8U9XD5kS_oEN-fjuH8kv2tszKEIsc7PLd1qZQEutP_zpX&xkcb=SoA067M30uQ1xVW2lx0NbzkdCdPP&fccid=0ba2244fbaa16b6c&vjs=3,Mondelēz International,india,Not Disclosed,Not Rated
Jr. Analytics Engineer - Data Solutions,https://in.indeed.com/rc/clk?jk=8dc641fb54fcb011&bb=BMYFAkM637z57X_xbgE4K_x3Nzxc53Fvof6Eb28cvFN7Lx4xLfXTEB3djMj8dVKppqFDEC_sZp6Wst88ic6qdMk80yk6cqrs0dkFXwLnvFUotSI7D3iK27gKoKTmoXAc&xkcb=SoCA67M30uQ1xVW2lx0MbzkdCdPP&fccid=3c0bf511b4a29309&vjs=3,MSD,india,Not Disclosed,Not Rated
"Digital Innovation Engineer – AI, Data Science",https://in.indeed.com/rc/clk?jk=28d1a0fea810390a&bb=BMYFAkM637z57X_xbgE4K0c-y1xA-jcehhK8TAl-6wfKvd_5SQ-zXEqpaaXU4GV0oqF1fTtQJpklLGzfJGnAMVGLzckcyEU04jpp5RXHreNDWS2hHuV1a6KXCKe6_orv&xkcb=SoBp67M30uQ1xVW2lx0DbzkdCdPP&fccid=8b00909c4e85cabd&vjs=3,Gurit,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=86233d54f0cba9bb&bb=BMYFAkM637z57X_xbgE4Kz147tTy1_YYaUmh0Mu1Q664YO9gxShsLHQDR_dY-8JblQKmxVFJFA5cSoSqYR-n8syFcir81E1O8kNg25fcKTsmSqsdKQ01Xg%3D%3D&xkcb=SoDd67M30uQ1xVW2lx0CbzkdCdPP&fccid=82656d64a9a3e6a7&vjs=3,Ericsson,india,Not Disclosed,Not Rated
Data Engineer,https://in.indeed.com/rc/clk?jk=c91d6aa2aa7c841a&bb=BMYFAkM637z57X_xbgE4K6zGBv3x3JJbmnN6ncBgqR4plEwESvQNyMeKQlk1GeJwyik5DyYbZbxLyo7ZEe7q4nTl0aRUdOQ9vE3QUbBVZvtn2ESjkDMJCl-gwwczI39T&xkcb=SoBA67M30uQ1xVW2lx0BbzkdCdPP&fccid=3868859e1c2511c6&vjs=3,Virtusa,india,Not Disclosed,Not Rated
Analyst EDC Data Acquisition Expert - Mumbai/Bangalore/Hyderabad,https://in.indeed.com/rc/clk?jk=9321f97b2121526e&bb=BMYFAkM637z57X_xbgE4K9Ev2RRk0bvl3ItXwPzbaAQrfnlPgL1bZIm6o1htVo9-z5K-uWnlxFiEJAKzX5K1ILvjLyKUgxh6AhE2NfdL3N9Q554M8jpvHFjLlHwrxqLo&xkcb=SoD067M30uQ1xVW2lx0AbzkdCdPP&fccid=0bed8e17bc113980&vjs=3,Johnson & Johnson,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=ad6012d079dfb27b&bb=BMYFAkM637z57X_xbgE4K8OjU5Enq6SCmbWHhvwDOVR-5N-0uma6qXV5MfDKdn22dMhVI9gbIT3vj0s_gIfhV0QIORgMDf-n9f1hciTJL3y0RhQ87vp4LO-T_mC8kPyh&xkcb=SoB667M30uQ1xVW2lx0HbzkdCdPP&fccid=3139a574fa9b83f0&vjs=3,Allerin,india,Not Disclosed,Not Rated
BI Lead,https://in.indeed.com/rc/clk?jk=77b85e9a2e64a41c&bb=BMYFAkM637z57X_xbgE4K8r5nE9TCwhuoe3tuLZ_kYPx3_4_GXRxoo3K64jUPiC1kXoOvvqkU6d2w0hSjoE2M8syHk43vkKoWcu5C_dkAW_IEOhQZx_ErMnNCnvDq3iG&xkcb=SoDO67M30uQ1xVW2lx0GbzkdCdPP&fccid=b28518c1c33c5797&vjs=3,DEFTeam Solutions,india,Not Disclosed,Not Rated
ADF Data developer,https://in.indeed.com/rc/clk?jk=d050ecb857ccc57e&bb=BMYFAkM637z57X_xbgE4K9-Wp-TZePZjwAM8nMQQj4GyKh3ZN99hK0uLW3sK1OYcFora61jJdXDfXLSrHQfkro7tRRd0pbpgM5SJ0XDVr5euMexBQmkHxjKaTlfmtfwq&xkcb=SoBT67M30uQ1xVW2lx0FbzkdCdPP&fccid=3868859e1c2511c6&vjs=3,Virtusa,india,Not Disclosed,Not Rated
Decision Scientist-I,https://in.indeed.com/rc/clk?jk=cca079f7c27ca40d&bb=IeeXwUCQkqqUiVbIHDnO-JBl69BGGS8VEp34zNLR_YEvabhIzLOq7Esgsnor6_01-5LgVtTm9hFr099V880XRnWVJCG9p4lK6ukEmeEp96eSKClck3RnqdMhpycfTT26&xkcb=SoA667M30uQyN8y2oZ0KbzkdCdPP&fccid=51d7caba6f0d1508&vjs=3,Fedex AMEA,india,Not Disclosed,Not Rated
Data Engineer Lead,https://in.indeed.com/rc/clk?jk=e32d34292fcedbb5&bb=IeeXwUCQkqqUiVbIHDnO-FtTwDmYxQkibwumR_I38NE5v4uw0pwMA16iSI0cKwkI-NxoSlgI_XcZaf4HmEYGMBzPgWkGchRb_JzUKxdSRvpl4QYPXkd7-qmhZW2wdkOq&xkcb=SoCn67M30uQyN8y2oZ0JbzkdCdPP&fccid=aac6f2070b0f3775&vjs=3,GE Aerospace,india,Not Disclosed,Not Rated
Specialist - Data Analytics,https://in.indeed.com/rc/clk?jk=b3f218b4050e739c&bb=IeeXwUCQkqqUiVbIHDnO-FfsMB0qtuGo0rdkzztmm5F-k62ZcyhlVQPBlkhMLKRbNOL-k7R8PCz7p6VZMzozkBZiar54dd0oR2lodA9kSvdMDBHtLK6bm0Idps7CZp7p&xkcb=SoAT67M30uQyN8y2oZ0IbzkdCdPP&fccid=be72bcf1d522caf2&vjs=3,Merck Group,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=5a90b4a63134d7b9&bb=IeeXwUCQkqqUiVbIHDnO-LxlSu4e3jhfITt-LvMWhfXGJ0ggoO8RMSk--wn1Ey-_ZsOCPgImAKLawMeHNiMMkssOUDnAY5eaLgR1_lzfLm1eI19mscT-qQ%3D%3D&xkcb=SoCd67M30uQyN8y2oZ0PbzkdCdPP&fccid=156c7820d1988640&vjs=3,SAP,india,Not Disclosed,Not Rated
Data Analyst - Safety Department,https://in.indeed.com/rc/clk?jk=97f9438bb829f86f&bb=IeeXwUCQkqqUiVbIHDnO-H2aBUmf929mDosrey4KWIT88spEGgJrpVQjHAebrkSTkJyK4nqte9Av5ccKh4RSn08JpqBnVrPa_5TML1d5wUSed0gUalrHQQz4TmkWhqrn&xkcb=SoAp67M30uQyN8y2oZ0ObzkdCdPP&fccid=9102c38c15134e6c&vjs=3,Maruti Suzuki India Ltd,india,Not Disclosed,Not Rated
Apprentice - Technology,https://in.indeed.com/rc/clk?jk=e47d9e9095e17c18&bb=IeeXwUCQkqqUiVbIHDnO-NZRNWRryiuZZwgFChU5yt6Tfys6LjNyWl-Kt2k6cxr5Kk1USagllWfU4goIRh-37ONvr-TTSoItTPNS6WQW3Il5fzwvBooe5RBukKdjYD90&xkcb=SoC067M30uQyN8y2oZ0NbzkdCdPP&fccid=82e2c70af47d511b&vjs=3,ANZ Banking Group,india,Not Disclosed,Not Rated
"Find A New Career, You'll Love",https://in.indeed.com/rc/clk?jk=b53d4428ba31d193&bb=IeeXwUCQkqqUiVbIHDnO-IkBF9pQelFppkfMwx1j247NOTadtShVaIaOQcnt6bjfQoYF8xDZZ3DnyZ3rz-W_y3veObGNI4s4tCKCAQ6mYTmMmZbEsHhi-RgH0UPCsxxV&xkcb=SoAA67M30uQyN8y2oZ0MbzkdCdPP&fccid=9f944694a8ace82f&vjs=3,Proeffico Solutions,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=1e3a72fb3e9aafe9&bb=IeeXwUCQkqqUiVbIHDnO-J-bya9DjO67bQUZ45asalYKWKe2gyjMMOivUSIXwZSZfBIAZ7KQpgLsqqsJh7dzkiQz87JqRbSTPGqQVI3lW_hLXuCgEI9gd_EEcM7jBUpX&xkcb=SoDp67M30uQyN8y2oZ0DbzkdCdPP&fccid=146443e77d8c0778&vjs=3,Virtusa,india,Not Disclosed,Not Rated
Data Analyst (Commercial Analytics),https://in.indeed.com/rc/clk?jk=9346e9c065893e71&bb=IeeXwUCQkqqUiVbIHDnO-NoF48IR_2Bzxax7IU85vLShT9meSK13kLHMujSYd3Uv4-vKyGW8HtekivqcLRWwUbykuRDFrNjYoQ5cXLdE8YtJXJ30mM1numw42KYAP1-F&xkcb=SoBd67M30uQyN8y2oZ0CbzkdCdPP&fccid=78497a2c5fbb1b73&vjs=3,Innover,india,Not Disclosed,Not Rated
"Manager, Data Science – Analytics",https://in.indeed.com/rc/clk?jk=82004bed2c0cee4a&bb=IeeXwUCQkqqUiVbIHDnO-JqffrEi34DEUdC8Me2gujaxZrsil4bFRW9iwT6mYgYn5j7SwfSB7hEMFJ0YopIl6jDtRa6_AHtEM-wQvmSDLixzIRGoiTppNA%3D%3D&xkcb=SoDA67M30uQyN8y2oZ0BbzkdCdPP&fccid=ccf155b8e5eb4bf8&vjs=3,eBay,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=ad6012d079dfb27b&bb=IeeXwUCQkqqUiVbIHDnO-IkBF9pQelFpvFfemjcwX-WYIOB4sjka2mFUS2-KWWG1mv1gl5RwZfnbw0wGGD-EGtYkEwXZG9hsV0In2SFPy0UuxLuE-lXY57GXtEHM1nd_&xkcb=SoD667M30uQyN8y2oZ0HbzkdCdPP&fccid=3139a574fa9b83f0&vjs=3,Allerin,india,Not Disclosed,Not Rated
Data Acquisition Specialist,https://in.indeed.com/rc/clk?jk=a960076c6dc5e816&bb=IeeXwUCQkqqUiVbIHDnO-OmJ1L2AmgFK3PYUsV3hG6AMfqxxWzJmwtEUKj4f8W-WcxkJjAeaXd-egvKqTSYG9kQyEzAk5HPQTmBAK8MtSqIb4OqUYZK6Bg%3D%3D&xkcb=SoBO67M30uQyN8y2oZ0GbzkdCdPP&fccid=a2ce486f2a6b8708&vjs=3,Parexel,india,Not Disclosed,Not Rated
Data Curation Associate,https://in.indeed.com/rc/clk?jk=e2839a816c0483b2&bb=IeeXwUCQkqqUiVbIHDnO-Gu1UvRIoxgkdFqB-IjaGVxU-Z1aqgYMLPP7w-F1QiSY4XXVC6lM-RBsNo54Ad3wao7yF4IlOgamiGBEi3e04qMpNOYQM1P8G_yI3H74uQJ6&xkcb=SoDT67M30uQyN8y2oZ0FbzkdCdPP&fccid=f51fce47357e714c&vjs=3,ASAPP,india,Not Disclosed,Not Rated
Data Scientist / Data Analyst / BI,https://in.indeed.com/rc/clk?jk=0eae3913f6877b9b&bb=IeeXwUCQkqqUiVbIHDnO-HtFb8tx6u74zmQREKks5n4VTK4m9rgpYF52rGOyxSnmmL6ndvOyBWLBTXCNsO5uzalJX7X95i5Wk_OsKzwVdepn41vMPVCV_zywZpvgv9Kf&xkcb=SoBn67M30uQyN8y2oZ0EbzkdCdPP&fccid=b8c65bd6b9d3a13e&vjs=3,Tecvesten Consulting,india,Not Disclosed,Not Rated
Real Estate Data and Analytics Specialist,https://in.indeed.com/rc/clk?jk=6417b68b66731f2a&bb=IeeXwUCQkqqUiVbIHDnO-MjftU65EPzp4d_HtHw7GQKIBJXCiQg2-kv1LDQVMxSEfC5rq9lKnhXyr-vHqWNlBTAC7qCNmV9jYVNXDcYtHtTK8TAl1Lyung%3D%3D&xkcb=SoBA67M30uQyN8y2oZ0bbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,india,Not Disclosed,Not Rated
Machine Learning Internship,https://in.indeed.com/rc/clk?jk=3faeef749d472b2c&bb=Mm1Q-NiYfxZ5dCjvJmwxwGPHtYTaXS5SJu3WIByF9zYSCU-Psw5JGrWo3MibmYbsfIx7TaJvWQLJhlmQOSR_ZHUluK25VIX44JGBHlkeik2DwvXtRx35q1LnUuTnNhG5&xkcb=SoBx67M30uROto2XY50LbzkdCdPP&fccid=b56b4d6d6695624f&vjs=3,EyeROV (IROV Technologies),india,Not Disclosed,Not Rated
Data Analyst,https://in.indeed.com/rc/clk?jk=599f1c2cd378dbb8&bb=Mm1Q-NiYfxZ5dCjvJmwxwMzK4wTqGbcDWnuAgy6BUue7dBOT8AYKOHwCMnGNbn0kCSdEfuT-C6dVrwi5poeqm13-ekUsxTQnEvWhfkR-c92Bw8pnNGMzIIOYno2vplKD&xkcb=SoDF67M30uROto2XY50KbzkdCdPP&fccid=221d5c4875132988&vjs=3,MOL Information Technology,india,Not Disclosed,Not Rated
Learning and Evaluation Officer for National Health Research Priority Project,https://in.indeed.com/rc/clk?jk=aa7a88ed296cf11c&bb=Mm1Q-NiYfxZ5dCjvJmwxwFA8kjbRuVOCH7vmlkb1iq6AWV1nC_cfCXL2eN1kaDuV8Zz4LpI4MqrzoRlknn57k-4kTwoDvH-eWv_w7pXBYXKUitcTb9-6P8P0j_3cbE1k&xkcb=SoBY67M30uROto2XY50JbzkdCdPP&fccid=a616672d1bfd6b9c&vjs=3,Indian Institute of Management Udaipur,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=1e3a72fb3e9aafe9&bb=Mm1Q-NiYfxZ5dCjvJmwxwHmIQWr3N1OKIRmVQSMa3OlH7TDp9aK6oirCImmYTv-yJamXHwxYcsI3omgJYJ_lv97ZorH7CI381UAh8orSUjuEWHo7B3R8n1OKCCxnctWJ&xkcb=SoDs67M30uROto2XY50IbzkdCdPP&fccid=146443e77d8c0778&vjs=3,Virtusa,india,Not Disclosed,Not Rated
Data Scientist -I,https://in.indeed.com/rc/clk?jk=c001fff1090e65f7&bb=Mm1Q-NiYfxZ5dCjvJmwxwHQSfcWYyiJYk1mk2x8oDfoT4uUVLPTXmCaSk_h3ID-0irtzCJ7uP6dgDGuEKohnu2g_LlPvNUniIPBvpftwCL4CZWg3YzmK-E4hXdO5tw1h&xkcb=SoBi67M30uROto2XY50PbzkdCdPP&fccid=a07125726ff9e55d&vjs=3,Meesho,india,Not Disclosed,Not Rated
R&D Data Scientist / Chemometrician,https://in.indeed.com/rc/clk?jk=249d63b085a23ba8&bb=Mm1Q-NiYfxZ5dCjvJmwxwKG-OOw8XlaxW7jvH5_sULFjqLOJLxatt14D09onaZHMgXioJOP_i0CZ6yPog8gmcZ4wtSOqnfGYW1OrUxjdO1oDVFevJHp2EU2TYt14JpK1&xkcb=SoDW67M30uROto2XY50ObzkdCdPP&fccid=eb2bdddd219e32a4&vjs=3,Corbion,india,Not Disclosed,Not Rated
Flight Data Analyst,https://in.indeed.com/rc/clk?jk=5ed9031b812ae4c5&bb=Mm1Q-NiYfxZ5dCjvJmwxwJbpje07vdK4VyffUlRbFFGdyWeST_e4t5EoayX05pCM_Q8IdZkp8nwkuXJjpM7DlZXc5EKragYLSYvFMbOZcbgIz_YIpWPKOQ%3D%3D&xkcb=SoBL67M30uROto2XY50NbzkdCdPP&fccid=212b69108ea3ebdd&vjs=3,"AMETEK, Inc.",india,Not Disclosed,Not Rated
Application Lead,https://in.indeed.com/rc/clk?jk=335b11a5d53ef820&bb=Mm1Q-NiYfxZ5dCjvJmwxwEfdA6kH34Aeyq-8XOC8LsrpbQVnBF53OeNZpYfzmt7s6Q7HJyIddbdro5Q0ULKcYiIQZd9u1EA8EFOwlHMtiXwQBdLPNoMNPg%3D%3D&xkcb=SoD_67M30uROto2XY50MbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,Accenture,india,Not Disclosed,Not Rated
Junior Data Scientist - SFI,https://in.indeed.com/rc/clk?jk=0a537bcd48ad9bf0&bb=Mm1Q-NiYfxZ5dCjvJmwxwOICtiL5WhwzxgzxbrlFSlX8AAzdvcr1nSD96wQIAcDS4dU9ivg8zlUvJQ2tiwDxeKgiavIgALXAEn3-IUJMMIbDTC-iQbADOEuLMEO5OUat&xkcb=SoAW67M30uROto2XY50DbzkdCdPP&fccid=2d181105260f6454&vjs=3,LSEG (London Stock Exchange Group),india,Not Disclosed,Not Rated
Data Scientist and Project Manager,https://in.indeed.com/rc/clk?jk=53bef9f2bdf9802c&bb=Mm1Q-NiYfxZ5dCjvJmwxwFA8kjbRuVOCsurad_auV4Ws8ZmBDaxDtfFdq4knl4mOzrccO6Ep9ZP5J8LptozFx5Zyjn4JZQggh7r1JdKvA2izn17q7rOPSg%3D%3D&xkcb=SoCi67M30uROto2XY50CbzkdCdPP&fccid=0f63e537c80f169b&vjs=3,Volvo Group,india,Not Disclosed,Not Rated
Subject Matter Experts,https://in.indeed.com/rc/clk?jk=9d04153f7db64a18&bb=Mm1Q-NiYfxZ5dCjvJmwxwIRzhXYkyHCHuKhPRdy78REpERVHYeM5NXJMafNFKzM_7y_i3J2h2z2vjae8cMJqdMD5f8f3dvSt1pCczWPGEv2UqDmA7vD6w_ijYh4xapWW&xkcb=SoA_67M30uROto2XY50BbzkdCdPP&fccid=71d80118b03538d5&vjs=3,ACE Engineering Academy,india,Not Disclosed,Not Rated
Prompt Engineer,https://in.indeed.com/rc/clk?jk=cce630666b1f616e&bb=Mm1Q-NiYfxZ5dCjvJmwxwOICtiL5WhwzVdpZvWtj4140uI2wS2-Fc7dm3FHYufCSkNPylJPzgry1unIh4WEPjNVPuLQG3gn5qjV2O36sDXrDUou1WYc5dZLg0eaWeT_f&xkcb=SoCL67M30uROto2XY50AbzkdCdPP&fccid=1ef4db08e021b608&vjs=3,John Wood Group,india,Not Disclosed,Not Rated
Data Scientist,https://in.indeed.com/rc/clk?jk=8973d3d34b0710e1&bb=Mm1Q-NiYfxZ5dCjvJmwxwKw1gxna57i1bhBcLqb_tHMnNCMIBIHyrdS8rgT6MrIBrHmDBU9lyFTWn6i4UkuQBx3becsKu9h-ZEtdmpIeT5bKZbclmusjKCJUPKiCrnss&xkcb=SoAF67M30uROto2XY50HbzkdCdPP&fccid=5146002d736d2b5d&vjs=3,Affinity Global Advertising,india,Not Disclosed,Not Rated
Lead AI Engineer - Data Science,https://in.indeed.com/rc/clk?jk=dd7a7414ea0e8ed0&bb=Mm1Q-NiYfxZ5dCjvJmwxwLXaRvOS59RMEPXDQmFWGVwLhJQwHlW88RsRJWAH3Z95q1An4LzL2bw9jd5OSB8wAbVPRDuDxjU5w3AFVEk0lppNxmpZYx_BhQ%3D%3D&xkcb=SoCx67M30uROto2XY50GbzkdCdPP&fccid=87f38351bd29de24&vjs=3,Eaton,india,Not Disclosed,Not Rated
